id,tags,description,applicant,rating,keywords,methods,revisions,location.name,source.name,source.license,source.url,documentation.name,documentation.url,mechanism_value,mechanism_units,mechanism_rating,mechanism_notes,mechanism_comment,volume_value,volume_units,volume_rating,volume_notes,volume_comment,negativity_value,negativity_units,negativity_rating,negativity_notes,negativity_comment,permanence_value,permanence_units,permanence_rating,permanence_notes,permanence_comment,additionality_value,additionality_units,additionality_rating,additionality_notes,additionality_comment,cost_value,cost_units,cost_rating,cost_notes,cost_comment,specificity_value,specificity_units,specificity_rating,specificity_notes,specificity_comment,pt,projection_comments,projection_group,cost_2020_min,cost_2021_min,cost_2022_min,cost_2023_min,cost_2024_min,cost_2025_min,cost_2026_min,cost_2027_min,cost_2028_min,cost_2029_min,cost_2030_min,cost_2031_min,cost_2032_min,cost_2033_min,cost_2034_min,cost_2035_min,cost_2020_max,cost_2021_max,cost_2022_max,cost_2023_max,cost_2024_max,cost_2025_max,cost_2026_max,cost_2027_max,cost_2028_max,cost_2029_max,cost_2030_max,cost_2031_max,cost_2032_max,cost_2033_max,cost_2034_max,cost_2035_max,vol_2020_min,vol_2021_min,vol_2022_min,vol_2023_min,vol_2024_min,vol_2025_min,vol_2026_min,vol_2027_min,vol_2028_min,vol_2029_min,vol_2030_min,vol_2031_min,vol_2032_min,vol_2033_min,vol_2034_min,vol_2035_min,vol_2020_max,vol_2021_max,vol_2022_max,vol_2023_max,vol_2024_max,vol_2025_max,vol_2026_max,vol_2027_max,vol_2028_max,vol_2029_max,vol_2030_max,vol_2031_max,vol_2032_max,vol_2033_max,vol_2034_max,vol_2035_max
MSFT075,"['forests', 'reforestation']",Reforestation project with small-holder farmers through the TIST Program in Uganda.,Clean Air Action,1,TIST Program,,"[{'date': '03-17-2021', 'note': 'First release.'}]",Uganda,Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://program.tist.org/,0,,1.0,Project removes carbon from atmosphere for sequestration in farmer-owned trees.,Project partners with small-holder farmers to plant trees on farmer-owned land.,50000.0,tCO₂,0.0,"Seller claims 50,000 tCO₂ removal over a 722.6 acre project area. The offered volume is just a portion of the total carbon benefits attributed to the project. A 10% buffer pool is maintained to mitigate against reversals.",Project estimates net CO₂ removal based on four tree classes. The TIST project allows farmers to choose which species of tree to plant on their land. Validation of volume would require documentation of tree species actually established.,,,0.0,,There is not enough information to calculate or validate negativity.,12.0,years,1.0,Seller claims 44 year permanence.,"Project lifetime appears to be 30 years (2003-2032), with 12 years remaining.",0.0,,,,"70% of net carbon finance profits are directed to the farmers who own the trees, plausibly changing the incentive structure around their land use. TIST Uganda started in 2003, but did not register to recieve carbon credits until 2013. Between 2003 and 2013, the TIST program recieved significant international funding. Without clear vintaging of the offer, this raises a concern about the additionality of historical carbon credits.",,,-9999.0,,,1.0,,-9999.0,,Project is formally listed on Verra as VCS993. Reasonable details provided on project design and early instances of this grouped project. Live updates from some projects available via crowdsourced database online.,forests,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT077,"['forests', 'ifm']",Increasing carbon sequestration through the Grizzly IFM project.,Green Diamond,1,Grizzly,,"[{'date': '03-17-2021', 'note': 'First release.'}]","Montana, USA",Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,,,2,,1.0,"Project removes carbon from atmosphere for storage in forests, and avoids emissions from forest loss.",Project allows forest to regrow from below common practice carbon stock without harvest.,600000.0,tCO₂,0.0,"Seller offers 600,000 tCO₂ removal from an unknown project area. A buffer pool will be maintained to mitigate against reversals following the ACR methodology.","There is not enough information to validate this volume. See Specificity comment. Validation would at minimum require details regarding project area, forest type and claimed baseline.",,,0.0,,There is not enough information to calculate or validate negativity.,120.0,years,0.0,Seller claims 120 year permanence.,No information regarding the project's contractual commitments is available. See Specificity comment. Socioeconomic risks are significant due to the risk of default or bankruptcy on this time horizon.,0.0,,,,There is not enough information to evaluate additionality.,,,-9999.0,,,0.0,,-9999.0,,"The only public documentation currently available is the application to the Microsoft 2021 Carbon Removal RFP, which does not include key project details and credeting methodologies.",forests,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT078,"['forests', 'reforestation']",Afforestation and reforestation with coffee farmers by PUR Projet.,ClimateCare,1,PUR Projet,"Involved parties include ClimateCare Oxford, and PUR Projet. Buffer is 10%, crediting period is 2014-2054, project area is 578 ha planted with 56 different species and 4 different planting model. Basic carbon removal rate is estimated to be 17.23 tCO₂/ha/yr, with 258.5 tCO₂/ha max above-ground standing stock.","[{'date': '03-17-2021', 'note': 'First release.'}]",Columbia,Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://www.purprojet.com/project/coffee-for-peace/,0,,1.0,Project removes carbon from atmosphere for storage in forests.,Project partners with small-holder farmers to establish plantations on farmer-owned land.,40000.0,tCO₂,0.0,"Seller offers 40,000 tCO₂ removal from an unknown project area. The offered volume is just a portion of the total carbon benefits attributed to the project. Project parcels are owned by smallholder coffee farmers and planted with a mixture of timber, shade, conservation-oriented, and fruit trees. A 10% risk buffer is maintained to mitigate against reversals.","Project assumes a removal rate of 17.2 tCO₂/ha/yr up to a maximum of 258.5 tCO₂/ha. However, the uncertainty inherent in the reporting structure of the grouped project makes it difficult to validate the offered volume. This grouped project indicates plans for expansion through 2028, and lists 56 species of trees which farmers may choose from to establish plantations.",,,0.0,,There is not enough information to calculate or validate negativity.,33.0,years,0.0,Seller claims 80 year permanence.,"Project lifetime appears to be 40 years (2014-2054), with 33 years remaining, which we report as the permanence.",1.0,,,"Counterfactual specified is continuation of pre-project land use, i.e. unused degraded land, cropland, and pasture/grassland.",,,,-9999.0,,,1.0,,-9999.0,,Project is formally listed on Verra as VCS1682. Significant project design detail available for early instances of grouped project.,forests,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT079,"['forests', 'ifm']",Improved forest management project in Cuiluan.,The Nature Conservancy,1,Cuiluan,,"[{'date': '03-17-2021', 'note': 'First release.'}]","Heilongjiang Province, China",Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,,,2,,1.0,"Project removes carbon from atmosphere for storage in forests, and avoids emissions from forest loss.","Project pursues forest rehabilitation by planting new trees under existing forest canopy, tending to established forests, and performing enrichment planting.",3100000.0,tCO₂,0.0,"Seller offers 3,100,000 tCO₂ removal from a 123,000 ha project area, with 646,000 offered in FY2021.","Seller claims to offer removal only. Since registries do not track removal and avoided emissions as separate types of carbon benefits, there is no way to validate that the removal slice of the project has not already been sold, or will not be sold again in the future.",,,0.0,,Seller claims that there are no fossil fuel emissions associated with project. No public information is available to validate.,60.0,years,0.0,Seller claims 60 year permanence.,"No information regarding the project's contractual commitments is available, though seller indicates that project land is put under conservation easement.",0.0,,,,There is not enough information to evaluate additionality. Project is implemented by a state-owned forestry enterprise and carried out in a region that has been declared of ecological significance by the state.,,,-9999.0,,,0.0,,-9999.0,,Project is formally listed on China Certified Emission Reductions as CCER682. Very little public information is available for this project. Listing in registry cannot be found.,forests,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT080,"['forests', 'ifm']",Improved forest management at The Forestland Group Highlands through the Cumberland Forest Project.,The Nature Conservancy,1,"Cumberland Forest Project, Forestland Group Highlands",,"[{'date': '03-17-2021', 'note': 'First release.'}]","Virginia, USA",Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://www.nature.org/en-us/what-we-do/our-priorities/protect-water-and-land/land-and-water-stories/cumberland-forest-project/?vu=cumberland,2,,1.0,"Project removes carbon from atmosphere for storage in forests, and avoids emissions from forest loss.",,200000.0,tCO₂,0.0,"Seller claims 200,000 tCO₂ removal over a 97,208 acre project. The offered volume is just a portion of the total carbon benefits attributed to the project. Project contributes 19% of carbon benefits generated to a buffer pool to mitigate against reversals.","Seller claims to offer removal only. Since registries do not track removal and avoided emissions as separate types of carbon benefits, there is no way to validate that the removal slice of the project has not already been sold, or will not be sold again in the future.",,,0.0,,There is not enough information to calculate or validate negativity.,94.0,years,0.0,Seller claims 100 year permanence.,"Project lifetime appears to be 100 years (2015-2115) with 94 years remaining, which we report as the permanence. Socioeconomic risks are significant on this time horizon as project involves complex financial transactions between The Forestland Group, multiple project developers, and Cumberland Forest LP (a finance arm of TNC).",0.0,,,"Counterfactual is continued use of land for timber harvest, recreation, and natural gas extraction.","Credited project activities began in 2015. Without clear vintaging, offered carbon benefits could have been generated as much as 6 years ago.",,,-9999.0,,,2.0,,-9999.0,,"Project is formally listed on American Carbon Registry as ACR248 and CAFR5198. This is a compliance project. Significant project information available from multiple public sources, including registry listings.",forests,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT081,"['forests', 'ifm']",Increasing carbon sequestration by improving timberland management at Klamath East IFM.,Green Diamond,1,Klamath East,,"[{'date': '03-17-2021', 'note': 'First release.'}]","Oregon, USA",Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=273,2,,1.0,"Project removes carbon from atmosphere for storage in forests, and avoids emissions from forest loss.",,900000.0,tCO₂,0.0,"Seller claims 900,000 tCO₂ removal from changes in forest management over 402,349 acres. The offered volume is just a portion of the total carbon benefits attributed to the project. Project contributes 18% of carbon benefits generated to a buffer pool to mitigate against reversals.","Not enough information available to verfiy removal volume. Seller claims to offer removal only. Since registries do not track removal and avoided emissions as separate types of carbon benefits, there is no way to validate that the removal slice of the project has not already been sold, or will not be sold again in the future.",,,0.0,,There is not enough information to calculate or validate negativity.,94.0,years,0.0,Seller claims 120 year permanence.,"Project must maintain carbon stocks for 100 years following the year of issuance of any carbon credit. We therefore report the permanence for the first credits issued in 2015 (94 years remaining). Socioeconomic risks are significant on this time horizon due to the risk of default or bankruptcy. Physical risk to this project is high as carbon benifits rely on the sustained growth of ponderosa pine, a fire-prone species, in an area with a high fire risk.",0.0,,,Counterfactual is harvest of forest carbon on an aggressive 10 year cycle.,"The claimed counterfactual seems radical given the typical 30-60 year harvest cycle for ponderosa pine. Credited project activities began in 2015. Without clear vintaging, offered carbon benefits could have been generated up to 6 years ago.",,,-9999.0,,,2.0,,-9999.0,,"Project is formally listed on American Carbon Registry as ACR273 and CAFR5233. This is a compliance project. Significant project information available from multiple public sources, including registry documentation.",forests,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT082,"['forests', 'ifm']",Improved forest management at Lonesome Pine through the Cumberland Forest Project.,The Nature Conservancy,1,"Cumberland Forest Project, Lonesome Pine",,"[{'date': '03-17-2021', 'note': 'First release.'}]","Virginia, USA",Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://www.nature.org/en-us/what-we-do/our-priorities/protect-water-and-land/land-and-water-stories/cumberland-forest-project/?vu=cumberland,2,,1.0,"Project removes carbon from atmosphere for storage in forests, and avoids emissions from forest loss.",,75000.0,tCO₂,0.0,"Seller claims 75,000 tCO₂ removal from changes in forest management over a 16,908 acre project area, with 15,000 tCO₂ offered in FY2021. The offered volume is just a portion of the total carbon benefits attributed to the project. Project contributes 19% of carbon benefits generated to a buffer pool to mitigate against reversals.","Not enough information available to verfiy removal volume. Seller claims to offer removal only. Since registries do not track removal and avoided emissions as separate types of carbon benefits, there is no way to validate that the removal slice of the project has not already been sold, or will not be sold again in the future.",,,0.0,,There is not enough information to calculate or validate negativity.,94.0,years,0.0,Seller claims 100 year permanence.,"Project lifetime appears to be 100 years (2015-2115) with 94 years remaining, which we report as the permanence. Socioeconomic risks are significant on this time horizon as project involves complex financial transactions between The Forestland Group, multiple project developers, and Cumberland Forest LP (a finance arm of TNC).",0.0,,,"Counterfactual is continued use of land for timber harvest, recreation, and natural gas extraction.","Credited project activities began in 2015. Without clear vintaging, offered carbon benefits could have been generated as much as 6 years ago.",,,-9999.0,,,2.0,,-9999.0,,"Project is formally listed on American Carbon Registry as ACR279 and CAFR 5229. This is a compliance project. Significant project information available from multiple public sources, including registry listings.",forests,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT083,"['forests', 'ifm']",Improved forest management at Virginia Highlands I through the Cumberland Forest Project.,The Nature Conservancy,1,"Cumberland Forest Project, Virginia Highlands I",,"[{'date': '03-17-2021', 'note': 'First release.'}]","Virginia, USA",Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://www.nature.org/en-us/what-we-do/our-priorities/protect-water-and-land/land-and-water-stories/cumberland-forest-project/?vu=cumberland,2,,1.0,"Project removes carbon from atmosphere for storage in forests, and avoids emissions from forest loss.",,112000.0,tCO₂,0.0,"Seller claims 112,000 tCO₂ removal from changes in forest management over a 9,753 acre project area, with 88,000 tCO₂ offered in 2021. The total offered volume is just a portion of the carbon benefits attributed to the project. Project contributes 19% of carbon benefits generated to a buffer pool to mitigate against reversals.","Not enough information available to verfiy removal volume. Seller claims to offer removal only. Since registries do not track removal and avoided emissions as separate types of carbon benefits, there is no way to validate that the removal slice of the project has not already been sold, or will not be sold again in the future.",,,0.0,,There is not enough information to calculate or validate negativity.,92.0,years,0.0,Seller claims 100 year permanence.,"Project lifetime appears to be 100 years (2013-2113) with 92 years remaining, which we report as the permanence. Socioeconomic risks are significant on this time horizon as project involves complex financial transactions between The Forestland Group, multiple project developers, and Cumberland Forest LP (a finance arm of TNC).",0.0,,,"Counterfactual is continued use of land for timber harvest, recreation, and natural gas extraction.","95% of the project area is under a permanent conservation easement. Credited project activities began in 2015. Without clear vintaging, offered carbon benefits could have been generated as much as 8 years ago.",,,-9999.0,,,2.0,,-9999.0,,"Project is formally listed on Climate Action Reserve as CAR1032 and CAFR5037. This is a compliance project. Significant project information available from multiple public sources, including registry listings.",forests,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT085,"['forests', 'ifm']",Protecting forest carbon stock at Rich Mountain through the Clinch Valley Conservation program.,The Nature Conservancy,1,"Clinch Valley Conservation, Rich Mountain","Involved parties include The Nature Conservancy and Stuart Land and Cattle Co. Buffer is 20.22%, project term is 2002-2102, project area is 5750 acres of mixed pine hardwood, cove, northern hardwoods, and oak-hickory forests. Registry shows project has recieved 197,247 credits total, and retired 48,158. Project design document link on registry is broken; project details sourced from the 2002-2011 verification report.","[{'date': '03-17-2021', 'note': 'First release.'}]","Virginia, USA",Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://www.nature.org/en-us/about-us/where-we-work/united-states/virginia/stories-in-virginia/clinch-valley-conservation-forestry/,2,,1.0,"Project removes carbon from atmosphere for storage in forests, and avoids emissions from forest loss.",,6856.0,tCO₂,0.0,"Seller claims 6,856 tCO₂ removal over a 5750 acre project area. The offered volume is just a portion of the total carbon benefits attributed to the project. Project contributes 20% of carbon benefits generated to a buffer pool to mitigate against reversals.","Not enough information available to verfiy removal volume. Seller claims to offer removal only. Since registries do not track removal and avoided emissions as separate types of carbon benefits, there is no way to validate that the removal slice of the project has not already been sold, or will not be sold again in the future.",,,0.0,,There is not enough information to calculate or validate negativity.,81.0,years,0.0,Seller claims 100 year permanence.,"Project lifetime appears to be 100 years (2002-2102) with 81 years remaining, which we report as the permanence. Socioeconomic risks are significant on this time horizon due to the risk of default or bankruptcy.",0.0,,,Counterfactual is not provided.,"TNC acquired the forest management easment to this property in 2002 (the beginning of credited activities), and registered to recieve carbon financing in 2010. Without clear vintaging, offered carbon benefits could be as much as 19 years old. Carbon financing purportedly provides the option to sell carbon instead of timber. Carbon revenue may surpass the value of timber (based on NPV), so purchasing from this project may be better understood as a donation to future conservation efforts rather the purchase of a specific quantity of carbon removal.",,,-9999.0,,,1.0,,-9999.0,,Project is formally listed on Climate Action Reserve as CAR696. Key project documentation in CAR registry has broken links. Reasonable project information still publicly accessible through application to Microsoft's carbon removal purchase and third party auditing documents on the registry.,forests,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT086,"['forests', 'ifm']",Protecting forest carbon stock at Tazewell Elk Garden through the Clinch Valley Conservation program.,The Nature Conservancy,1,"Clinch Valley Conservation, Tazewell Elk Garden",,"[{'date': '03-17-2021', 'note': 'First release.'}]","Virginia, USA",Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://www.nature.org/en-us/about-us/where-we-work/united-states/virginia/stories-in-virginia/clinch-valley-conservation-forestry/,2,,1.0,"Project removes carbon from atmosphere for storage in forests, and avoids emissions from forest loss.",,140267.0,tCO₂,0.0,"Seller claims 140,267 tCO₂ removal over a 11,090 acre project area, with 37,967 tCO₂ available in FY2021. The total offered volume is just a portion of the carbon benefits attributed to the project. Project contributes 19.24% of carbon benefits generated to a buffer pool to mitigate against reversals.","Not enough information available to verfiy removal volume. Seller claims to offer removal only. Since registries do not track removal and avoided emissions as separate types of carbon benefits, there is no way to validate that the removal slice of the project has not already been sold, or will not be sold again in the future.",,,0.0,,There is not enough information to calculate or validate negativity.,83.0,years,0.0,Seller claims 100 year permanence.,"Project lifetime appears over 100 years (2004-2104), with 83 years remaining, which we report as the permanence. Socioeconomic risks are significant on this time horizon due to the risk of default or bankruptcy.",0.0,,,"Counterfactual is dramatic harvest over the first 10 years of the project, followed by growth and another harvest to legal and economic limits in 2065.","TNC acquired the forest management easment to this property in 2004 (the beginning of credited activities), and registered to recieve carbon financing in 2012. Without clear vintaging, offered carbon benefits could be as much as 17 years old. Carbon financing purportedly provides the option to sell carbon instead of timber. Carbon revenue may surpass the value of timber (based on NPV), so purchasing from this project may be better understood as a donation to future conservation efforts rather the purchase of a specific quantity of carbon removal.",,,-9999.0,,,2.0,,-9999.0,,"Project is formally listed on Climate Action Reserve as CAR1147. Significant project information available from multiple public sources, including the CAR registry.",forests,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT089,"['forests', 'ifm']",Improved forest management at Molpus Ataya through the Cumberland Forest Project.,The Nature Conservancy,1,"Cumberland Forest Project, Molpus Ataya",,"[{'date': '03-17-2021', 'note': 'First release.'}]","Tennessee & Kentucky, USA",Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://thereserve2.apx.com/mymodule/reg/TabDocuments.asp?r=111&ad=Prpt&act=update&type=PRO&aProj=pub&tablename=doc&id1=1215,2,,1.0,"Project removes carbon from atmosphere for storage in forests, and avoids emissions from forest loss.",,250000.0,tCO₂,0.0,"Seller claims 250,000 tCO₂ removal from changes in forest management over a 81,408 acre project area, with 50,000 tCO₂ offered in FY2021. The offered volume is just a portion of the total carbon benefits attributed to the project. Project contributes ~19% of carbon benefits generated to a buffer pool to mitigate against reversals.","Not enough information available to verfiy removal volume. Seller claims to offer removal only. Since registries do not track removal and avoided emissions as separate types of carbon benefits, there is no way to validate that the removal slice of the project has not already been sold, or will not be sold again in the future.",,,0.0,,There is not enough information to calculate or validate negativity.,94.0,years,0.0,Seller claims 100 year permanence.,"Project lifetime appears to be 100 years (2015-2115) with 94 years remaining, which we report as the permanence. Socioeconomic risks are significant on this time horizon as project involves complex financial transactions between The Forestland Group, multiple project developers, and Cumberland Forest LP (a finance arm of TNC).",0.0,,,"Counterfactual is continued use of land for timber harvest, recreation and natural gas extraction.","Credited project activities began in 2015. Without clear vintaging, offered carbon benefits could have been generated as much as 6 years ago.",,,-9999.0,,,2.0,,-9999.0,,"Project is formally listed on Climate Action Reserve as CAR1215 and CAFR5315. This is a compliance project. Significant project information available from multiple public sources, including registry listings.",forests,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT090,"['forests', 'ifm']",Protecting forest carbon stock at Clifton Farm through the Clinch Valley Conservation program.,The Nature Conservancy,1,"Clinch Valley, Clifton Farm",,"[{'date': '03-17-2021', 'note': 'First release.'}]","Virginia, USA",Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://thereserve2.apx.com/mymodule/reg/TabDocuments.asp?r=111&ad=Prpt&act=update&type=PRO&aProj=pub&tablename=doc&id1=1160,2,,1.0,"Project removes carbon from atmosphere for storage in forests, and avoids emissions from forest loss.",,77248.0,tCO₂,0.0,"Seller claims 77,248 tCO₂ removal over a 4001 acre project area, with 42,968 tCO₂ offered in FY2021. The total offered volume is just a portion of the carbon benefits attributed to the project. Project contributes 19.24% of carbon benefits generated to a buffer pool to mitigate against reversals.","Not enough information available to verfiy removal volume. Seller claims to offer removal only. Since registries do not track removal and avoided emissions as separate types of carbon benefits, there is no way to validate that the removal slice of the project has not already been sold, or will not be sold again in the future.",,,0.0,,There is not enough information to calculate or validate negativity.,82.0,years,0.0,Seller claims 100 year permanence.,"Project lifetime appears to be 100 years (2003-2103), with 82 years remaining. Socioeconomic risks are significant on this time horizon due to the risk of default or bankruptcy.",0.0,,,"Counterfactual is dramatic harvest over the first 10 years of the project, followed by growth and another harvest to legal and economic limits in 2072.","TNC acquired the forest management easment to this property in 2003 (the beginning of credited activities), and registered to recieve carbon financing in 2015. Without clear vintaging, offered carbon benefits could be as much as 18 years old. Carbon financing purportedly provides the option to sell carbon instead of timber. Carbon revenue may surpass the value of timber (based on NPV), so purchasing from this project may be better understood as a donation to future conservation efforts rather the purchase of a specific quantity of carbon removal.",,,-9999.0,,,2.0,,-9999.0,,"Project is formally listed on Climate Action Reserve as CAR1160. Significant project information available from multiple public sources, including the CAR registry.",forests,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT092,"['forests', 'reforestation']",Agroforestry and reforestation with small-scale farmers though PUR Projet's Jubilacion Segura project.,ClimateCare Oxford,1,"PUR Projet, Jubilacion Segura","Involved parties include PUR Projet and ClimateCare Oxford. Proposal provides two formal project IDs, both of which are PUR Projet projects in Peru (Jubilación Segura and Alto Huayabamba). Proposal language refers to only one of these projects (Jubilación Segura). Jubilación Segura is a grouped project. Buffer is 10%, crediting period is 2010-2069, project area for documented instances is 1602 ha planted with 22 distinct tree species. Alto Huyabamba is not a grouped project. Buffer is 10%, crediting period is 2008-2048, and project area is 2300 ha planted with 11 species.","[{'date': '03-17-2021', 'note': 'First release.'}]",Peru,Microsoft 2021 CDR RFP,,https://app.powerbi.com/view?r=eyJrIjoiOGM2MGFlNGYtMGNlNy00YzY5LWEyMTAtOTA0ODEyNzEzYTczIiwidCI6ImMxMzZlZWMwLWZlOTItNDVlMC1iZWFlLTQ2OTg0OTczZTIzMiIsImMiOjF9,Website,https://www.purprojet.com/project/jubilacion-segura/,0,,1.0,Project removes carbon from atmosphere for storage in forests.,Project partners with small-holder farmers to establish plantations on farmer-owned land.,480000.0,tCO₂,0.0,"Seller offers 480,000 tCO₂ removal from two projects in Peru, with 200,000 tCO₂ offered in FY2021. The offered volume is just a portion of the total carbon benefits attributed to the projects. Each project maintains a 10% risk buffer is maintained to mitigate against reversals.","This is a combined offer from two distinct projects in Peru. One is a standalone project, and the other is a grouped project with plans for 20x expansion from 2016-2026. Seller does not attribute carbon benefits offered to one project or the other. The inherent uncertainty in the reporting structure of the grouped project makes it difficult to validate the offered volume.",,,0.0,,There is not enough information to calculate or validate negativity.,27.0,years,1.0,Seller claims 80 year permanence.,"Project lifetimes appear to be 40 years (2008-2048) and 60 years (2010-2070), respectively. For consistency with other projects, we report 27 years, the minimum of the years remaining in each project lifetime.",0.0,,,"Counterfactual specified is continuation of pre-project land use, i.e. unused degraded land, cropland, and pasture/grassland.","Proposal appears to mix together two types of credits. The grouped project (Jubilacion Segura) is still in the process of expansion, and carbon finance could plausibly lead to additional planting. This is mixed together with a project that is credited for activities beginning in 2008. Without clear vintaging, the credits from this project could be as much as 13 years old. Since these are mixed together, we score additionality conservatively, based on the vintaging challenges of the latter.",,,-9999.0,,,1.0,,-9999.0,,Projects are formally listed on Verra as VCS1496 / VCS796. Reasonable details provided on project design for both projects. Current information for grouped project is lacking.,forests,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
